ident,name,latitude_deg,longitude_deg,elevation_ft,iso_country,municipality,iata_code,local_code
AZ15,Lava Falls Heliport,36.1916008,-113.0920029,1720,US,Supai Village,HAE,AZ15
AZ16,Northern Cochise Community Hospital Heliport,32.27230072,-109.8339996,4174,US,Willcox,,AZ16
AZ17,Circle H Ranch Airport,31.50219917,-109.3909988,4680,US,Douglas,,AZ17
AZ18,Madison Aviation Heliport,35.97499847,-112.1309967,6600,US,Tusayan,,AZ18
AZ19,C & L Ranch Ultralightport,31.7378006,-110.6259995,4600,US,Sonoita,,AZ19
AZ20,Westcor Home Office Heliport,33.59249878,-111.9779968,1370,US,Phoenix,,AZ20
AZ21,Four Pillars Airport,31.74580002,-110.2480011,4100,US,Huachuca City/Tombstone,,AZ21
AZ22,Marcus J Lawrence Medical Center Heliport,34.73339844,-112.0299988,3450,US,Cottonwood,,AZ22
AZ23,Flagstaff Mall Heliport,35.22359848,-111.5830002,6835,US,Flagstaff,,AZ23
AZ24,Phoenix Baptist Hospital Heliport,33.52479935,-112.1019974,1174,US,Phoenix,,AZ24
AZ25,Goldfield Ranch Airport,33.59999847,-111.6050034,1720,US,Fountain Hills,,AZ25
AZ26,Evelyn Field,31.36919975,-110.125,4242,US,Palominas,,AZ26
AZ27,Big Springs Ranch Airport,34.90999985,-112.5339966,4421,US,Prescott,,AZ27
AZ28,Thunder Ridge Airpark,33.82149887,-112.572998,1915,US,Morristown,,AZ28
AZ29,Westridge Mall Heliport,33.4756012,-112.223999,1055,US,Phoenix,,AZ29
AZ30,United Bank Plaza Heliport,33.48529816,-112.0749969,1100,US,Phoenix,,AZ30
AZ31,Serene Field,32.99670029,-112.2720032,1456,US,Maricopa,,AZ31
AZ32,Roesner Ranch Airport,33.84749985,-112.5879974,2060,US,Morristown,,AZ32
AZ33,Knoell-Main Office Heliport,33.42589951,-112.0299988,1140,US,Phoenix,,AZ33
AZ34,Massey Farm Airport,34.691428,-114.097739,1630,US,Yucca,,AZ34
AZ35,Grand Canyon West-2 Heliport,36.04800034,-113.8580017,1220,US,Peach Springs,,AZ35
AZ36,Grand Canyon West-1 Heliport,36.02610016,-113.8280029,4790,US,Peach Springs,,AZ36
AZ37,Tucson Medical Center Heliport,32.25170135,-110.8789978,2485,US,Tucson,,AZ37
AZ38,Rittenhouse Army Heliport,33.25139999,-111.5179977,1550,US,Queen Creek,,AZ38
AZ39,Turf Heliport,33.46319962,-111.7289963,1385,US,Mesa,,AZ39
AZ40,Sheepy Hollow Ranch Airfield,33.78741837,-113.6424179,1930,US,Salome,,AZ40
AZ41,Abacus Tower Heliport,33.48339844,-112.0699997,1850,US,Phoenix,,AZ41
AZ42,Asi Heliport,33.44749832,-111.9919968,1140,US,Phoenix,,AZ42
AZ43,Hidden Valley Airport,33.06389999,-112.1640015,1245,US,Maricopa,,AZ43
AZ44,Mount Graham Regional Medical Center Heliport,32.821694,-109.736014,2955,US,Safford,,AZ44
AZ45,China Peak Observatory Airport,32.72919846,-110.2959976,4800,US,Klondyke,,AZ45
AZ46,H&H Ranch Airstrip,34.76639938,-112.5490036,5025,US,Chino Valley,,AZ46
AZ47,Lapaz Regional Hospital Heliport,34.13669968,-114.2860031,450,US,Parker,,AZ47
AZ48,Good Samaritan Medical Center Heliport,33.46500015,-112.0579987,1148,US,Phoenix,,AZ48
AZ49,Walter Ranch Airport,32.89559937,-112.2539978,1615,US,Stanfield,,AZ49
AZ50,Triangle Airpark,35.71469879,-114.4810028,2419,US,White Hills,,AZ50
AZ51,Bartlett Dam Heliport,33.81869888,-111.6330032,1610,US,Carefree,,AZ51
AZ52,Horseshoe Dam Heliport,33.98199844,-111.7170029,2020,US,Carefree,,AZ52
AZ53,Horse Mesa Dam Nr 2 Heliport,33.59059906,-111.3440018,1891,US,Goldfield,,AZ53
AZ54,Stewart Mountain Dam Heliport,33.5522995,-111.5490036,1530,US,Goldfield,,AZ54
AZ55,Horse Mesa Nr 1 Heliport,33.58250046,-111.3570023,1890,US,Goldfield,,AZ55
AZ56,Mormon Flat Dam Heliport,33.55339813,-111.4449997,1640,US,Goldfield,,AZ56
AZ57,Pilots Rest Airport,34.93080139,-112.512001,4482,US,Paulden,,AZ57
AZ58,Roosevelt Dam Heliport,33.67089844,-111.1620026,1895,US,Roosevelt,,AZ58
AZ59,Cross Cut Heliport,33.44169998,-111.9499969,1180,US,Tempe,,AZ59
AZ60,Coyner Airstrip,33.50500107,-112.4729996,1170,US,Litchfield Park,,AZ60
AZ61,G.M. Ranch Airport,32.90169907,-112.237999,1616,US,Stanfield,,AZ61
AZ62,The Hotel Westcourt Heliport,33.57780075,-112.1210022,1245,US,Phoenix,,AZ62
AZ63,Twin Hawks Airpark,32.52780151,-111.1959991,2290,US,Redrock,,AZ63
AZ64,Rio Vista Hills Airport,33.95230103,-112.6869965,2225,US,Wickenburg,,AZ64
AZ65,Palo Verde Nuclear Generating Station Heliport,33.3891983,-112.8610001,940,US,Wintersburg,,AZ65
AZ66,Mesa Hospital Medical Center Heliport,33.42449951,-111.8199997,1243,US,Mesa,,AZ66
AZ67,El Tiro Gliderport,32.42699814,-111.3899994,2100,US,Tucson,,AZ67
AZ68,Black Canyon City Medical Center Heliport,34.06389999,-112.1460037,2040,US,Black Canyon City,,AZ68
AZ69,Honeywell Inc. Heliport,33.63840103,-112.1760025,1260,US,Glendale,,AZ69
AZ70,Versatile Heliport,34.62720108,-112.3089981,4800,US,Prescott Valley,,AZ70
AZ71,Cooper Ranch Airport,34.21530151,-112.5360031,3440,US,Yarnell,,AZ71
AZ72,Police & Public Safety Building Heliport,33.44869995,-112.0820007,1146,US,Phoenix,,AZ72
AZ73,Tempe St. Luke's Hospital Heliport,33.41279984,-111.9400024,1160,US,Tempe,,AZ73
AZ74,Lone Mountain International Airport,31.35510063,-110.3740005,5350,US,Patagonia,,AZ74
AZ75,Navapache Regional Medical Center Heliport,34.20339966,-110.0179977,6500,US,Show Low,,AZ75
AZ76,Chandler Regional Hospital Heliport,33.29809952,-111.8730011,1195,US,Chandler,,AZ76
AZ77,Sunrise Ranch Airport,35.23830032,-111.935997,6958,US,Williams,,AZ77
AZ78,Mel's Ranch Airport,33.01110077,-112.2819977,1420,US,Maricopa,,AZ78
AZ79,Airscrew Performance Flightpark Ultralightport,33.52999878,-112.2170029,1112,US,Glendale,,AZ79
AZ80,Havasu Samaritan Regional Hospital Heliport,34.48109818,-114.3389969,600,US,Lake Havasu City,,AZ80
AZ81,Boeing Heliport,33.47309875,-111.7269974,1385,US,Mesa,,AZ81
AZ82,Mogollon Airpark,34.39730072,-110.5299988,6657,US,Overgaard,,AZ82
AZ83,Phoenix Memorial Hospital Heliport,33.43590164,-112.0800018,1071,US,Phoenix,,AZ83
AZ84,Pima County Sheriff's Heliport,32.17200089,-110.9469986,2500,US,Tucson,,AZ84
AZ85,Tonopah Airport,33.53390121,-112.9599991,1248,US,Tonopah,,AZ85
AZ86,Coyote Run Gliderport,34.68420029,-112.2919998,4978,US,Coyote Springs,,AZ86
AZ87,Jeppesen Ranch Heliport,33.2276001,-111.8529968,1203,US,Chandler,,AZ87
AZ88,Granite Reef Heliport,33.7030983,-112.0699997,1507,US,Phoenix,,AZ88
AZ89,Sierra Vista Community Hospital Heliport,31.55139923,-110.2699966,4548,US,Sierra Vista,,AZ89
AZ90,Hangar Haciendas Airport,33.35340118,-112.1269989,1225,US,Laveen,,AZ90
AZ91,The Boulders Heliport,33.80279922,-111.9179993,2360,US,Carefree,,AZ91
AZ92,Valley Lutheran Hospital Heliport,33.41139984,-111.6869965,1425,US,Mesa,,AZ92
AZ93,Toyota Arizona Proving Ground Heliport,33.74309921,-112.7679977,1660,US,Wickenburg,,AZ93
AZ94,Biltmore Golf Course Heliport,33.52140045,-112.0199966,1240,US,Phoenix,,AZ94
AZ95,Paradise Valley Hosp Emerg Dept Heliport,33.63949966,-111.9970016,1461,US,Phoenix,,AZ95
AZ96,Scottsdale Memorial Hospital-North Heliport,33.58229828,-111.887001,1375,US,Scottsdale,,AZ96
AZ97,X Bar 1 Ranch (Lower) Airport,35.34830093,-113.689003,3710,US,Kingman,,AZ97
AZ98,John C. Lincoln Helistop,33.56950378,-112.0711594,1285,US,Phoenix,,AZ98
AZ99,Phoenix Children's Hospital Heliport,33.47919846,-112.0419998,1175,US,Phoenix,,AZ99
AZB,Amazon Bay Airport,-10.29916667,149.3383333,12,PG,,AZB,AZB
AZU,Arrowhead Assault Strip,35.27510071,-94.22519684,785,US,Fort Chaffee,,AZU
B01,Granville Airport,43.42375183,-73.26919556,420,US,Granville,,B01
B04,Garnseys Airport,43.07509995,-73.582901,100,US,Schuylerville,,B04
B06,Basin Harbor Airport,44.19589996,-73.34960175,132,US,Vergennes,,B06
B10,Bowman Field,44.40999985,-70.14610291,327,US,Livermore Falls,,B10
B18,Alton Bay Seaplane Base,43.4776001,-71.23699951,504,US,Alton Bay,,B18
B25,Harrold Airport,41.4762001,-84.90609741,925,US,Butler,,B25
B70,Tiber Dam Airport,48.31389999,-111.1090012,3023,US,Tiber Dam,,B70
BA-0001,Sport airfield Ciljuge,44.43815231,18.68561363,725,BA,Tuzla,,
BA-0002,Sportski Aerodrom ZaluÅ_ani,44.8482,17.222826,,BA,ZaluÅ_ani,,
BAJ,Bali Airport,-4.883333333,149.1333333,90,PG,Unea Island,BAJ,BALI
BAP,Baibara Airport,-10.3432,149.6414,15,PG,Nabai,BAP,
BBG,Branson Airport,36.532082,-93.200544,1302,US,Branson,BKG,BBG
BCJ,Baca Grande Airfield,37.96477778,-105.7766667,7620,US,Crestone,BCJ,
BCP,Bambu Airport,-5.863611111,146.4925,6790,PG,Bambu,BCP,BAM
BCW,Benguera Island Airport,-21.85330009,35.43830109,,MZ,Benguera Island,BCW,
BCZ,Milyakburra Airport,-13.78083333,136.2016667,85,AU,Bickerton Island,BCZ,YBIC
BDH,Willmar Municipal -John L Rice Field,45.11769867,-95.13040161,1126,US,Willmar,ILL,BDH
BDZ,Baindoung Airport,-6.347222222,146.9422222,4400,PG,,BDZ,BDO
BE-0001,Froidchapelle Glider Field,50.176388,4.352222,902,BE,Froidchapelle,,
BE-0002,Chimay-Virelles Ulmodrome,50.11777878,4.330555916,919,BE,Chimay,,
BE-0003,Sovet Airfield,50.28666687,5.040277958,919,BE,Ciney,,
BE-0004,Zomergem Heliport,51.131389,3.522222,66,BE,,,
BE-0005,RAF Castle Camps,52.051389,0.378611,420,GB,Cambridgeshire,,
BE-0006,[Duplicate] Neerpelt ULM,51.211944,5.478611,148,BE,,,
BE-0007,Imelda Hospital Helipad,51.01767,4.55819,30,BE,Bonheiden,,
BEA,Bereina Airport,-8.64,146.5083,58,PG,Bereina Mission,BEA,
BER,Berlin Brandenburg Airport (U.C.),52.35138889,13.49388889,157,DE,Berlin,BER,
BF-0001,Iamgold - Peta Barabe Airfield,14.36638889,0.086944444,910,BF,Essakane Gold Mine,,
BG-0001,Livada Airport,42.45628357,27.19733429,58,BG,Livada,,
BG-0002,Troyanovo Airport,42.56879044,27.14824295,546,BG,Troyanovo,,
BG-0003,Trustikovo Airport,42.4146347,27.29445457,40,BG,Trustikovo,,
BG-0004,Zagortsi Airport,42.40341949,27.07024574,368,BG,Zagortsi,,
BG-0005,Svishtov Airport,43.61817932,25.2836628,60,BG,Svishtov,,
BG-0006,Vardim Airport,43.61746597,25.52391243,60,BG,Svishtov,,
BG-0007,Glozhene Airport,43.67922211,23.79624557,177,BG,Glozhene,,
BG-0008,Kozloduy Airport,43.763134,23.72203064,152,BG,Kozloduy,,
BG-0009,Selanovtsi Airport,43.65527725,24.0100708,535,BG,Selanovtsi,,
BG-0010,Krushovene Airport,43.62353134,24.37856674,130,BG,Krushovene,,
BG-0011,Milkovitsa Airport,43.63427353,24.75725365,400,BG,Milkovitsa,,
BG-0012,Voysil Airport,42.21755981,24.63912582,601,BG,Voysil,,
BG-0013,Dve Mogili Airport,43.606655,25.890982,837,BG,Dve Mogili,,
BG-0014,Ryakhovo Airport,43.98275375,26.24274445,65,BG,Ryakhovo,,
BG-0015,Trastenik Airport,43.66595459,25.86668587,450,BG,Trastenik,,
BG-0016,Raykova Moglia Arport,41.81541061,26.30406189,690,BG,Raykova Moglia,,
BG-0017,Topolovgrad Airport,42.11383438,26.38335419,784,BG,Topolovgrad,,
BG-0018,Irechekovo Airport,42.47024918,26.73329544,804,BG,Irechekovo,,
BG-0019,Voynika Airport,42.37770081,26.84351921,830,BG,Voynika,,
BG-0020,Yambol Airport,42.51355362,26.49507332,453,BG,Yambol,,
BG-0021,Gledka Airport,41.5999,25.3857,962,BG,Kardzali,,
BG-0022,Staro Jelezare,42.4489049,24.6616952,,BG,,,
BG-0023,Ostrovo,43.6938742,26.5799644,,BG,,,LB47
BG-0024,Krivnya,43.66328,26.42224,,BG,,,
BG-0025,Belchinski Bani,42.37488,23.39322,,BG,,,
BG-0026,Polikraishte,43.199333,25.640889,,BG,,,
BG-0027,Gabrovo,42.9482,25.35998,,BG,_Ò_¡_±„Û______,,
BG-0028,Blagoevo,43.4554878,26.4316546,,BG,,,
BG-0029,Staro Selishte,43.6502778,26.7541667,,BG,Staro Selishte,,
BG-0030,Bozhurishte,42.7533821,23.2028015,,BG,,,
BG-0031,Draganovtsi Airport,42.943042,25.169528,,BG,Draganovtsi,,
BG-0032,Breznik,42.6933052,22.8965594,699,BG,,,
BG-0033,Slivnitsa,42.8441447,23.0144436,,BG,,,
BG-0034,Brogovo Airstrip,44.132,22.659357,195,BG,Brogovo,,
BG-0035,Kapitanovtsi Airstrip,44.055815,22.878457,155,BG,Kapitanovtsi,,
BG-0036,Veren Airfield,42.3326251,25.1695166,,BG,Veren,,LB28
BG-0037,Orliak Airfield,43.6344188,27.3963294,,BG,,,
BG-0038,Suvorovo Airstrip,43.3587179,27.5827284,,BG,,,
BG-0039,Branichevo Airstrip,43.6657816,27.1007895,,BG,Branichevo,,
BG-0040,Air Belozem,42.216975,25.064943,,BG,Belozem,,
BG-0041,Selskostopansko Airstrip,42.5440953,26.6734523,,BG,Vodenichane,,
BG-0042,Selskostopansko Airstrip,43.2364818,27.0456557,,BG,,,
BG-0043,Nikola Kozlevo Airstrip,43.5533648,27.2228242,,BG,Nikola Kozlevo,,
BG-0044,Yunatsite Airstrip,42.2318628,24.2449922,,BG,Yunatsite,,
BG-HKV,Malevo Airport,41.87179947,25.60479927,600,BG,Haskovo,HKV,
BG-JAM,Bezmer Air Base,42.45489883,26.35219955,509,BG,Yambol,JAM,
BGAA,Aasiaat Airport,68.72180176,-52.78469849,74,GL,Aasiaat,JEG,
BGAG,Aappilattoq (Qaasuitsup) Heliport,72.88702982,-55.59628665,42,GL,Qaasuitsup,,AAP
BGAM,Tasiilaq Heliport,65.61229608,-37.61833549,24,GL,Tasiilaq,AGM,
BGAP,Alluitsup Paa Heliport,60.46445,-45.56917,54,GL,Alluitsup Paa,LLU,
BGAQ,Aappilattoq (Kujalleq) Heliport,60.14835711,-44.28691864,30,GL,Nanortalik,QUV,
BGAR,Arsuk Heliport,61.176771,-48.41972,66,GL,Arsuk,,
BGAS,Ammassivik Heliport,60.5973758,-45.38244545,71,GL,,QUW,
BGAT,Attu Heliport,67.94066286,-53.62186968,32,GL,Attu,QGQ,
BGBW,Narsarsuaq Airport,61.16049957,-45.42599869,112,GL,Narsarsuaq,UAK,
BGCH,Qasigiannguit Heliport,68.82281555,-51.17344737,70,GL,Qasigiannguit,JCH,
BGCO,Neerlerit Inaat Airport,70.74310303,-22.65049934,45,GL,Neerlerit Inaat,CNP,
BGDB,Daneborg Heliport,74.29787882,-20.22994995,,GL,Daneborg,,
BGDH,Danmarkshavn Landing Strip,76.76667023,-18.66666794,,GL,Danmarkshavn,,
BGDU,Dundas Airport,76.525,-68.8,200,GL,Pituffik,DUN,
BGET,Eqalugaarsuit Heliport,60.61971965,-45.91406196,9,GL,Eqalugaarsuit,QFG,
BGFD,Narsaq Kujalleq Heliport,60.00469354,-44.65693474,44,GL,Narsaq Kujalleq,QFN,
BGFH,Paamiut Heliport,61.99219894,-49.66249847,63,GL,Paamiut,,
BGGD,Kangilinnguit Heliport,61.22147819,-48.11096549,115,GL,Kangilinnguit,,
BGGH,Godthaab / Nuuk Airport,64.19090271,-51.67810059,283,GL,Nuuk,GOH,
BGGN,Qeqertarsuaq Heliport,69.25118199,-53.51487637,9,GL,Qeqertarsuaq Airport,JGO,
BGIA,Ikerasak Heliport,70.49814535,-51.3030839,66,GL,Ikerasak,,IKE
BGIG,Iginniarfik,68.14722559,-53.17352772,50,GL,Iginniarfik,QFI,
BGIK,Ikerassaarsuk Heliport,68.14088101,-53.44145894,165,GL,Ikerassaarsuk,QRY,
BGIL,Ilimanaq Heliport,69.080915,-51.11431539,52,GL,Ilimanaq,XIQ,
BGIN,Innarsuit Heliport,73.19989534,-56.01081669,95,GL,Innarsuit,,INN
BGIS,Isortoq Heliport,65.54779239,-38.97655249,92,GL,Isortoq,,ISO
BGIT,Ikamiut Heliport,68.6342531,-51.83226228,49,GL,Ikamiut,QJI,
BGJH,Qaqortoq Heliport,60.71568416,-46.02991864,53,GL,Qaqortoq,JJU,
BGJN,Ilulissat Airport,69.24320221,-51.05709839,95,GL,Ilulissat,JAV,
BGKA,Kangaatsiaq Heliport,68.31265749,-53.46020758,17,GL,Kangaatsiaq,QPW,
BGKK,Kulusuk Airport,65.57360077,-37.12360001,117,GL,Kulusuk,KUS,
BGKL,Upernavik Kujalleq Heliport,72.15274253,-55.53098559,92,GL,Upernavik Kujalleq,,UPK
BGKM,Kuummiut Heliport,65.86393474,-36.99791908,89,GL,Kuummiut,,KMT
BGKQ,Kullorsuaq Heliport,74.57804983,-57.22682834,148,GL,Kullorsuaq,,KLQ
BGKS,Kangersuatsiaq Heliport,72.38109155,-55.53658605,112,GL,Kangersuatsiaq,,KAQ
BGKT,Kitsissuarsuit Heliport,68.857926,-53.12329531,18,GL,Kitsissuarsuit,QJE,
BGLL,Illorsuit Heliport,71.24194404,-53.56287718,154,GL,Illorsuit,,ILL
BGMI,Station Nord Landing Strip,81.6,-16.66666667,35,GL,,,
bgmo,Moriusaq Heliport,76.75349221,-69.84505534,44,GL,,,MOR
BGMQ,Maniitsoq Airport,65.41249847,-52.93939972,91,GL,Maniitsoq,JSU,
BGMV,Mestersvig Airport,72.23690033,-23.93190002,52,GL,Mestersvig,,
BGNK,Niaqornaarsuk Heliport,68.23638115,-52.85214812,152,GL,Niaqornaarsuk,QMK,
BGNL,Nalunaq Heliport,60.35724002,-44.82796311,778,GL,Nalunaq,,
BGNN,Nanortalik Heliport,60.14188398,-45.23297668,17,GL,Nanortalik,JNN,
BGNO,Station Nord Heliport,81.69784445,-17.80883789,,GL,,,
BGNQ,Nuugaatsiaq Heliport,71.53876875,-53.20503831,57,GL,Nuugaatsiaq,,NUG
BGNS,Narsaq Heliport,60.91728273,-46.05992317,83,GL,Narsaq,JNS,
BGNT,Niaqornat Heliport,70.78938469,-53.66294503,10,GL,Niaqornat,,NIA
BGNU,Nuussuaq Heliport,74.10985285,-57.06503749,184,GL,Nuussuaq,,NUS
BGP,Bongo Airport,-2.1713,10.2088,120,GA,Bongo,BGP,
BGPC,Ikerasassuaq Heliport,60.05722046,-43.15972137,,GL,Ikerasassuaq,,
BGPT,Paamiut Airport,62.01473618,-49.67093658,120,GL,Paamiut,JFR,
BGQE,Qeqertaq Heliport,69.99586111,-51.30091667,69,GL,Qeqertaq,QQT,
BGQQ,Qaanaaq Airport,77.48860168,-69.38870239,51,GL,Qaanaaq,NAQ,
BGQT,Qassimiut Heliport,60.78095923,-47.15624928,29,GL,Qassimiut,,
BGSC,Ittoqqortoormiit Heliport,70.48822882,-21.97167993,238,GL,Ittoqqortoormiit,OBY,
BGSF,Kangerlussuaq Airport,67.0122219,-50.71160316,165,GL,Kangerlussuaq,SFJ,
BGSG,Sermiligaaq Heliport,65.90591976,-36.3782537,33,GL,Ittoqqortoormiit,,SMG
BGSI,Siorapaluk Heliport,77.78651735,-70.63865662,102,GL,Siorapaluk,,SIO
BGSQ,Saqqaq Heliport,70.01144815,-51.93214238,38,GL,Saqqaq,QUP,
BGSS,Sisimiut Airport,66.95130157,-53.72930145,33,GL,Sisimiut,JHS,
BGST,Saattut Heliport,70.81117198,-51.63128972,131,GL,Saattut,,SAA
BGSV,Savissivik Heliport,76.01861346,-65.11768341,24,GL,Savissivik,,SAV
BGTA,Tasiusaq (Qaasuitsup) Heliport,73.3730545,-56.06027985,181,GL,Upernavik,,
BGTL,Thule Air Base,76.53119659,-68.70320129,251,GL,Thule,THU,
BGTN,Tiniteqilaaq Heliport,65.89202734,-37.78340936,15,GL,Tiniteqilaaq,,TNT
BGTQ,Tasiusaq (Kujalleq) Heliport,60.19430531,-44.813447,21,GL,Nanortalik,,
BGUK,Upernavik Airport,72.79019928,-56.13059998,414,GL,Upernavik,JUV,
BGUM,Uummannaq Heliport,70.68042793,-52.11163044,50,GL,Uummannaq,UMD,
BGUQ,Qaarsut Airport,70.73419952,-52.69620132,289,GL,Uummannaq,JQA,
BGUT,Ukkusissat Heliport,71.04943849,-51.8900156,223,GL,Ukkusissat,,UKK
BH-0001,Bahrain International Circuit Heliport,26.029738,50.511709,,BH,,,
BHL,BahÌ_a de los ÌÅngeles Airport,28.9786,-113.560997,34,MX,BahÌ_a de los ÌÅngeles,BHL,BAX
BHT,Brighton Downs Airport,-23.36388889,141.5627778,390,AU,,BHT,
BI-0001,Ruyigi Airport,-3.471335,30.231303,,BI,Ruyigi,,
BI-0002,Mwumba Airport,-2.879447,29.832178,,BI,Ngozi,,
BIAE,ArngerÌ¡areyri Airport,65.90470123,-22.36330032,20,IS,ArngerÌ¡areyri,,
BIAL,ÌÅlftaver Airport,63.54000092,-18.44939995,160,IS,ÌÅlftaver,,
BIAR,Akureyri Airport,65.66000366,-18.0727005,6,IS,Akureyri,AEY,
BIBA,Bakki Airport,63.55609894,-20.13750076,45,IS,Bakki,,
BIBD,Bildudalur Airport,65.64129639,-23.5461998,18,IS,Bildudalur,BIU,
BIBF,BorgarfjÌ_rÌ¡ur eystri Airport,65.5164032,-13.80500031,80,IS,BorgarfjÌ_rÌ¡ur eystri,BGJ,
BIBI,Baeir Airport,66.09999847,-22.56699944,60,IS,Baeir,,
BIBK,BakkafjÌ_rÌ¡ur Airport,66.02189636,-14.82439995,14,IS,BakkafjÌ_rÌ¡ur,BJD,
BIBL,Hjaltabakki Airport,65.64499664,-20.28750038,131,IS,BlÌ_nduÌ_s,BLO,
BIBR,BÌ_Ì¡ardalur Airport,65.07530212,-21.8003006,131,IS,BÌ_Ì¡ardalur,BQD,
BIBV,BreiÌ¡dalsvÌ_k Airport,64.79000092,-14.02280045,8,IS,BreiÌ¡dalsvÌ_k,BXV,
BIDA,DagverÌ¡arÌÁ Airport,64.74500275,-23.72719955,130,IS,DagverÌ¡arÌÁ,,
BIDV,DjÌ_pivogur Airport,64.64420319,-14.28279972,9,IS,DjÌ_pivogur,DJU,
BIEG,EgilsstaÌ¡ir Airport,65.28330231,-14.40139961,76,IS,EgilsstaÌ¡ir,EGS,
BIEH,Einholtsmelar Airport,64.25,-20.29999924,361,IS,Einholtsmelar,,
BIFF,FÌÁskrÌ_Ì¡sfjÌ_rÌ¡ur Airport,64.93170166,-14.06060028,15,IS,FÌÁskrÌ_Ì¡sfjÌ_rÌ¡ur,FAS,
BIFL,FlÌ_Ì¡ir Airport,64.14279938,-20.3260994,270,IS,FlÌ_Ì¡ir,,
BIFM,FagurhÌ_lsmÌ_ri Airport,63.87469864,-16.64109993,56,IS,FagurhÌ_lsmÌ_ri,FAG,
BIFZ,ForsÌ_ti Airport,63.849885,-20.717171,32,IS,ForsÌ_ti,,
BIGE,Geysir Airport,64.31079865,-20.27059937,350,IS,Geysir,,
BIGF,GrundarfjÌ_rÌ¡ur Airport,64.99140167,-23.22470093,17,IS,GrundarfjÌ_rÌ¡ur,GUU,
BIGH,Gunnarsholt Airport,63.85329819,-20.26280022,200,IS,Gunnarsholt,,
BIGJ,GjÌ_gur Airport,65.99530029,-21.32690048,83,IS,GjÌ_gur,GJR,
BIGR,GrÌ_msey Airport,66.5458,-18.0173,66,IS,GrÌ_msey,GRY,
BIGS,GrÌ_msstaÌ¡ir Airport,65.63249969,-16.14830017,1279,IS,GrÌ_msstaÌ¡ir,,
BIHE,HerÌ¡ubreiÌ¡arlindir Airport,65.18859863,-16.19470024,1500,IS,HerÌ¡ubreiÌ¡arlindir,,
BIHI,Hveravellir Airport,64.88610077,-19.49250031,2000,IS,Hveravellir,,
BIHK,HÌ_lmavÌ_k Airport,65.70469666,-21.69639969,90,IS,HÌ_lmavÌ_k,HVK,
BIHL,Hella Airport,63.83580017,-20.37750053,66,IS,Hella,,
BIHN,HornafjÌ_rÌ¡ur Airport,64.295601,-15.2272,24,IS,HÌ_fn,HFN,
BIHR,HvolsvÌ_llur Airport,63.75389862,-20.24419975,109,IS,HvolsvÌ_llur,,
BIHS,Hrafnseyri Airport,65.75,-23.46699905,30,IS,Hrafnseyri,,
BIHT,Holt Airport,66.01418043,-23.4416914,10,IS,Flateyri,FLI,
BIHU,HÌ_savÌ_k Airport,65.952301,-17.426001,48,IS,HÌ_savÌ_k,HZK,
BIHV,KrÌ_kstaÌ¡armelar Airport,65.2664032,-20.84690094,164,IS,Hvammstangi,HVM,
BIHX,Hrauneyjarfoss Airport,64.19999695,-19.2833004,1200,IS,Hrauneyjarfoss,,
BIHY,Hrisey Airport,66,-18.39999962,15,IS,Hrisey,,
BIHZ,HÌ_safell Airport,64.6996994,-20.88360023,380,IS,HÌ_safell,,
BIID,IngjaldssanÌ¡ur Airport,66.05000305,-23.69610023,70,IS,OnundarfjÌ_rÌ¡ur,HLO,
BIIS,ÌçsafjÌ_rÌ¡ur Airport,66.05809784,-23.13529968,8,IS,ÌçsafjÌ_rÌ¡ur,IFJ,
BIJ,Biliau Airport,-5.578,146.339,50,PG,Biliau,BIJ,
BIKA,KaldÌÁrmelar Airport,64.77890015,-22.25690079,160,IS,KaldÌÁrmelar,,
BIKE,KerlingafjÌ_ll Airport,64.70500183,-19.41060066,2100,IS,KerlingafjÌ_ll,,
BIKF,Keflavik International Airport,63.98500061,-22.60560036,171,IS,ReykjavÌ_k,KEF,
BIKJ,Kroksfjard-Arnes Airport,65.46700287,-21.95000076,49,IS,Kroksfjard-arnes,,
BIKL,KirkjubÌ_jarklaustur Airport,63.79079819,-18.00139999,66,IS,KirkjubÌ_jarklaustur,,
BIKP,KÌ_pasker Airport,66.31079865,-16.4666996,20,IS,KÌ_pasker,OPA,
BIKR,SauÌ¡ÌÁrkrÌ_kur Airport,65.73169708,-19.57279968,8,IS,SauÌ¡ÌÁrkrÌ_kur,SAK,
BIMK,MÌ_lakot Airport,63.71419907,-19.87919998,272,IS,MÌ_lakot,,
BIMM,MelgerÌ¡ismelar Airport,65.48329926,-18.16670036,35,IS,MelgerÌ¡ismelar,,
BIMN,Melanes Airport,65.51699829,-22.39999962,148,IS,Melanes,,
BIMS,Tungubakkar Airport,64.18109894,-21.70779991,5,IS,Tungubakkar,,
BIND,NÌ_jidalur Airport,64.72059631,-18.06669998,2625,IS,NÌ_jidalur,,
BINF,NorÌ¡fjÌ_rÌ¡ur Airport,65.13189697,-13.74639988,13,IS,NorÌ¡fjÌ_rÌ¡ur,NOR,
BIOF,ÌÒlafsfjÌ_rÌ¡ur Airport,66.08329773,-18.66670036,32,IS,ÌÒlafsfjÌ_rÌ¡ur,OFJ,
BIPA,PatreksfjÌ_rÌ¡ur Airport,65.555801,-23.965,11,IS,PatreksfjÌ_rÌ¡ur,PFJ,
BIRE,ReykhÌ_lar Airport,65.45262909,-22.20611572,60,IS,ReykhÌ_lar,RHA,
